Student ID,student_name,gender,grade,school_name,reading_score,math_score
11791,Melissa Edwards,F,9th,Hernandez High School,84,65
11792,Tiffany Montes,F,11th,Hernandez High School,91,66
11793,Jennifer Harris,F,9th,Hernandez High School,69,80
11794,Selena Wheeler,F,10th,Hernandez High School,82,70
11795,Amy Walker,F,10th,Hernandez High School,88,56
11796,Matthew Arroyo,M,11th,Hernandez High School,81,93
11797,Elizabeth Jones,F,9th,Hernandez High School,77,56
11798,Joel Smith,M,11th,Hernandez High School,65,98
11799,Stephanie Hernandez,F,10th,Hernandez High School,69,61
11800,Susan Fisher,F,9th,Hernandez High School,74,65
11801,Courtney Maynard,F,10th,Hernandez High School,83,77
11802,Christine Alexander,F,12th,Hernandez High School,90,74
11803,Michelle Hall,F,11th,Hernandez High School,84,98
11804,Scott Branch,M,12th,Hernandez High School,86,59
11805,Michael Meyer,M,10th,Hernandez High School,63,69
11806,Collin Williams,M,12th,Hernandez High School,68,89
11807,Crystal Wallace,F,11th,Hernandez High School,97,56
11808,Gerald Garcia,M,11th,Hernandez High School,95,68
11809,Ryan Mendoza,M,9th,Hernandez High School,78,97
11810,Nathan Ward,M,9th,Hernandez High School,92,81
11811,Tony Powell,M,11th,Hernandez High School,67,88
11812,Jerry Allen,M,10th,Hernandez High School,85,83
11813,Philip Chavez,M,11th,Hernandez High School,99,66
11814,Jenna Wilson,F,12th,Hernandez High School,77,91
11815,Krista Walker,F,12th,Hernandez High School,81,62
11816,Donald Mendez,M,10th,Hernandez High School,83,96
11817,Steven Johnson,M,10th,Hernandez High School,95,93
11818,Brittany Bishop,F,9th,Hernandez High School,63,86
11819,Kimberly Green,F,11th,Hernandez High School,87,70
11820,Samuel Abbott,M,12th,Hernandez High School,69,93
11821,Dr. Melody Garcia,F,10th,Hernandez High School,76,65
11822,Ryan Stein,M,11th,Hernandez High School,89,69
11823,Melanie Perez,F,12th,Hernandez High School,97,60
11824,Kathryn Werner,F,9th,Hernandez High School,91,64
11825,Linda Alvarado,F,9th,Hernandez High School,87,56
11826,Richard Nelson,M,11th,Hernandez High School,78,89
11827,Stacey Liu,F,9th,Hernandez High School,96,71
11828,Jessica Wagner,F,11th,Hernandez High School,94,78
11829,James Reed Jr.,M,12th,Hernandez High School,83,77
11830,Catherine Palmer,F,12th,Hernandez High School,88,62
11831,Kim Vargas,F,11th,Hernandez High School,72,91
11832,James Colon,M,11th,Hernandez High School,98,60
11833,Shannon Hatfield,F,11th,Hernandez High School,68,61
11834,Antonio Ryan,M,10th,Hernandez High School,85,92
11835,Jim Wilson,M,12th,Hernandez High School,87,90
11836,Jessica Tyler,F,11th,Hernandez High School,84,74
11837,Pamela Rodriguez,F,10th,Hernandez High School,63,98
11838,Mark Willis,M,9th,Hernandez High School,92,61
11839,Sarah Hayes,F,9th,Hernandez High School,67,59
11840,Sandra Cooley,F,11th,Hernandez High School,96,96
11841,Joshua Pugh,M,11th,Hernandez High School,73,64
11842,Ashley Jensen,F,11th,Hernandez High School,71,71
11843,Ralph Brown,M,12th,Hernandez High School,97,68
11844,Jennifer Arroyo,F,9th,Hernandez High School,82,85
11845,Penny Medina,F,10th,Hernandez High School,66,92
11846,Katie Rivera,F,11th,Hernandez High School,67,81
11847,Alexis Taylor,F,9th,Hernandez High School,66,87
11848,Crystal Kim,F,10th,Hernandez High School,72,60
11849,Stephen West,M,12th,Hernandez High School,92,99
11850,Christopher Fisher,M,9th,Hernandez High School,82,95
11851,Bryan Grant,M,9th,Hernandez High School,69,91
11852,Jimmy Harper,M,10th,Hernandez High School,66,74
11853,David Pacheco,M,12th,Hernandez High School,69,78
11854,Kelli Matthews,F,11th,Hernandez High School,66,94
11855,Wesley Carter,M,12th,Hernandez High School,63,63
11856,Rachael Scott,F,11th,Hernandez High School,96,62
11857,Jason Martinez,M,9th,Hernandez High School,80,99
11858,Shane Taylor,M,10th,Hernandez High School,70,72
11859,Elizabeth Wallace MD,F,12th,Hernandez High School,96,95
11860,Leah Wilson,F,12th,Hernandez High School,94,77
11861,Tammy Fisher,F,10th,Hernandez High School,82,71
11862,John Weber,M,12th,Hernandez High School,97,76
11863,Sally Brown,F,10th,Hernandez High School,82,97
11864,Tim Bautista,M,12th,Hernandez High School,71,88
11865,Bryan Campbell,M,12th,Hernandez High School,94,75
11866,Danny Santos,M,11th,Hernandez High School,85,70
11867,Paul Brennan,M,10th,Hernandez High School,99,99
11868,Danielle Hernandez,F,10th,Hernandez High School,94,64
11869,Kevin Gallagher,M,10th,Hernandez High School,73,91
11870,Paige Hood,F,12th,Hernandez High School,72,89
11871,Anthony Sanders,M,9th,Hernandez High School,81,77
11872,Willie Potter,M,10th,Hernandez High School,73,69
11873,Mrs. Gina Williams,F,12th,Hernandez High School,74,81
11874,Carol Page,F,10th,Hernandez High School,88,78
11875,Brian Jackson,M,9th,Hernandez High School,75,60
11876,Emma Turner,F,12th,Hernandez High School,72,95
11877,Jeremy Burton,M,9th,Hernandez High School,73,82
11878,Stephanie Valdez,F,9th,Hernandez High School,65,68
11879,Dorothy Oneill,F,9th,Hernandez High School,94,59
11880,Donna Smith,F,10th,Hernandez High School,67,85
11881,Kristin Rodriguez,F,10th,Hernandez High School,78,74
11882,Stacy White,F,11th,Hernandez High School,99,87
11883,Andrew Wu,M,12th,Hernandez High School,93,66
11884,Tracey Curtis,F,11th,Hernandez High School,68,73
11885,Laura Taylor,F,10th,Hernandez High School,99,98
11886,Steven Ray,M,9th,Hernandez High School,83,65
11887,Yvonne Blake,F,10th,Hernandez High School,86,84
11888,Richard Kemp,M,12th,Hernandez High School,98,75
11889,Rachel Lamb,F,9th,Hernandez High School,85,62
11890,Cheryl Miles,F,9th,Hernandez High School,85,55
11891,Christian Christensen,M,12th,Hernandez High School,97,81
11892,Emily Price MD,F,10th,Hernandez High School,83,60
11893,Felicia Rodgers,F,9th,Hernandez High School,81,95
11894,Devon Vance,M,11th,Hernandez High School,70,56
11895,George Williams,M,11th,Hernandez High School,76,62
11896,Nathan Simmons,M,10th,Hernandez High School,94,58
11897,April Long,F,11th,Hernandez High School,90,78
11898,Mario Garcia,M,10th,Hernandez High School,84,65
11899,Aaron King,M,9th,Hernandez High School,83,70
11900,Patrick Scott,M,9th,Hernandez High School,85,71
11901,Alexandra Turner,F,11th,Hernandez High School,78,71
11902,Dylan Allen,M,9th,Hernandez High School,68,67
11903,William Flores,M,12th,Hernandez High School,96,63
11904,Kimberly Henry,F,10th,Hernandez High School,89,70
11905,Alexandra Delgado,F,11th,Hernandez High School,83,88
11906,Angela Gibbs,F,10th,Hernandez High School,65,57
11907,Jennifer Dennis,F,10th,Hernandez High School,67,96
11908,Kayla Smith,F,12th,Hernandez High School,92,97
11909,Kristen Holland,F,11th,Hernandez High School,96,96
11910,Mark Morgan,M,9th,Hernandez High School,97,72
11911,Daniel Mendoza,M,11th,Hernandez High School,95,61
11912,Tiffany Coleman,F,10th,Hernandez High School,79,86
11913,Julie Moore,F,10th,Hernandez High School,80,58
11914,Joshua Park,M,11th,Hernandez High School,67,63
11915,Douglas Lewis,M,11th,Hernandez High School,68,93
11916,Joshua Tanner,M,11th,Hernandez High School,94,94
11917,Mrs. Bonnie Boyd PhD,F,10th,Hernandez High School,71,98
11918,Ashley Brown,F,10th,Hernandez High School,63,65
11919,Rebecca Thompson,F,10th,Hernandez High School,94,63
11920,Kristina Dixon,F,11th,Hernandez High School,91,82
11921,Kyle Garner,M,11th,Hernandez High School,82,56
11922,Teresa Brown,F,9th,Hernandez High School,67,93
11923,Jason Davis,M,12th,Hernandez High School,97,60
11924,Nicole Spears,F,12th,Hernandez High School,71,63
11925,Victoria Rose,F,10th,Hernandez High School,85,71
11926,Deborah Gibbs,F,10th,Hernandez High School,84,86
11927,Kurt Shaffer,M,12th,Hernandez High School,95,57
11928,Lucas Hodge,M,12th,Hernandez High School,99,94
11929,John Mcdonald,M,11th,Hernandez High School,93,76
11930,Renee Lester,F,10th,Hernandez High School,97,84
11931,Jessica Long,F,12th,Hernandez High School,85,74
11932,Christopher Perez,M,10th,Hernandez High School,77,66
11933,Tammy Cantu,F,12th,Hernandez High School,66,74
11934,Jack Daugherty,M,11th,Hernandez High School,89,92
11935,Antonio Moore,M,11th,Hernandez High School,94,63
11936,Sean Monroe,M,10th,Hernandez High School,93,60
11937,Robert Gonzalez,M,10th,Hernandez High School,74,99
11938,Dr. Harry Campbell,M,11th,Hernandez High School,63,80
11939,Maria Strickland,F,9th,Hernandez High School,80,98
11940,Deborah Cox,F,10th,Hernandez High School,86,71
11941,Brittany Blair,F,10th,Hernandez High School,86,60
11942,Charles Lee,M,10th,Hernandez High School,70,99
11943,Timothy Mason,M,11th,Hernandez High School,93,71
11944,Lisa Calderon,F,11th,Hernandez High School,75,55
11945,Brandi Williams,F,11th,Hernandez High School,87,57
11946,Todd Hughes,M,9th,Hernandez High School,95,67
11947,Dennis Morales,M,10th,Hernandez High School,93,79
11948,Dr. Kevin Simon,M,9th,Hernandez High School,83,99
11949,Alison Keller,F,9th,Hernandez High School,64,98
11950,Paul Ellis,M,10th,Hernandez High School,95,59
11951,Cynthia Long,F,9th,Hernandez High School,93,77
11952,Miranda Holt,F,9th,Hernandez High School,74,73
11953,Madison Hebert,F,9th,Hernandez High School,66,77
11954,Robert Jones,M,12th,Hernandez High School,84,57
11955,Steven Contreras,M,10th,Hernandez High School,97,68
11956,Trevor Reid,M,12th,Hernandez High School,87,94
11957,Daniel Burns,M,9th,Hernandez High School,68,63
11958,Vanessa Stanley,F,9th,Hernandez High School,72,89
11959,Juan Greene,M,9th,Hernandez High School,74,71
11960,Alan Barnes,M,9th,Hernandez High School,91,66
11961,Steven Lang,M,11th,Hernandez High School,67,83
11962,Kevin Patel,M,10th,Hernandez High School,74,89
11963,Rebecca Fisher,F,12th,Hernandez High School,95,96
11964,Sarah White,F,12th,Hernandez High School,79,74
11965,Megan Chang,F,12th,Hernandez High School,98,81
11966,Brittany Monroe,F,11th,Hernandez High School,73,61
11967,Diana White,F,9th,Hernandez High School,77,96
11968,Bobby Wong,M,9th,Hernandez High School,83,78
11969,Teresa Brown,F,11th,Hernandez High School,80,61
11970,Steven James,M,9th,Hernandez High School,99,57
11971,Joseph Robinson,M,12th,Hernandez High School,94,59
11972,Benjamin Ward,M,12th,Hernandez High School,75,99
11973,Daniel Foster,M,10th,Hernandez High School,74,67
11974,Steven Lopez,M,9th,Hernandez High School,72,92
11975,Cindy Osborn,F,12th,Hernandez High School,81,77
11976,Christopher Mcgee,M,11th,Hernandez High School,87,99
11977,Carolyn Little,F,10th,Hernandez High School,94,63
11978,Gabriella Weaver,F,9th,Hernandez High School,78,85
11979,Timothy Cisneros,M,11th,Hernandez High School,69,84
11980,Renee Bradley,F,12th,Hernandez High School,82,76
11981,Larry Campbell,M,10th,Hernandez High School,66,74
11982,Mark Lee,M,9th,Hernandez High School,93,98
11983,Robin Robertson,F,9th,Hernandez High School,84,78
11984,Amy Garcia,F,9th,Hernandez High School,65,73
11985,Amy Orr,F,11th,Hernandez High School,67,66
11986,Amanda Burke,F,12th,Hernandez High School,99,86
11987,Colin Mitchell,M,10th,Hernandez High School,66,99
11988,Manuel Jackson,M,11th,Hernandez High School,88,90
11989,Morgan Garcia,F,10th,Hernandez High School,64,55
11990,Erica Jefferson,F,10th,Hernandez High School,64,94
11991,Jacqueline Fuller,F,12th,Hernandez High School,94,60
11992,Tracy Schneider,F,9th,Hernandez High School,97,93
11993,Ann Knox,F,10th,Hernandez High School,93,97
11994,David Wright,M,9th,Hernandez High School,66,83
11995,Lisa Johnson,F,9th,Hernandez High School,66,83
11996,Melissa Larsen,F,10th,Hernandez High School,79,58
11997,Tracy Hines,F,10th,Hernandez High School,69,90
11998,Stephanie Key,F,12th,Hernandez High School,90,87
11999,Tonya Brown,F,12th,Hernandez High School,77,77
12000,Eugene Reese,M,12th,Hernandez High School,75,64
12001,Mark Campbell,M,11th,Hernandez High School,85,67
12002,Deborah Gaines,F,9th,Hernandez High School,69,85
12003,Russell Collins,M,9th,Hernandez High School,85,95
12004,Nicole Dixon,F,12th,Hernandez High School,75,68
12005,Ashley Velez,F,10th,Hernandez High School,64,88
12006,Jennifer Bolton,F,12th,Hernandez High School,88,70
12007,Mary Miller,F,9th,Hernandez High School,99,62
12008,Maria Reid,F,11th,Hernandez High School,80,82
12009,Tiffany Stevens,F,11th,Hernandez High School,66,90
12010,Jose Whitaker,M,11th,Hernandez High School,92,62
12011,Vanessa Burnett,F,9th,Hernandez High School,88,87
12012,Jennifer Erickson,F,11th,Hernandez High School,99,89
12013,Joshua Bautista,M,11th,Hernandez High School,90,79
12014,Lisa Hernandez,F,10th,Hernandez High School,95,60
12015,Dr. Eric Lambert PhD,M,10th,Hernandez High School,85,75
12016,Brooke Reeves,F,11th,Hernandez High School,99,72
12017,Christopher Houston,M,10th,Hernandez High School,85,75
12018,Krista Brennan,F,11th,Hernandez High School,98,77
12019,Nicholas Curtis,M,9th,Hernandez High School,82,72
12020,Jessica Arnold,F,12th,Hernandez High School,85,81
12021,Taylor Stevenson,F,11th,Hernandez High School,76,98
12022,Sherry Cervantes,F,9th,Hernandez High School,89,92
12023,Brittany Rowe,F,12th,Hernandez High School,70,87
12024,Joel Williams,M,9th,Hernandez High School,69,90
12025,Michele Williams,F,12th,Hernandez High School,91,91
12026,David Farrell,M,10th,Hernandez High School,81,80
12027,George Cline,M,11th,Hernandez High School,73,76
12028,John Boone,M,9th,Hernandez High School,90,93
12029,Christopher Williams,M,9th,Hernandez High School,64,89
12030,Janet Wagner,F,10th,Hernandez High School,73,77
12031,Heather Olson,F,11th,Hernandez High School,75,86
12032,Jason Park,M,9th,Hernandez High School,80,80
12033,John Clayton,M,11th,Hernandez High School,84,57
12034,Shawn Miller,M,11th,Hernandez High School,67,76
12035,Thomas Cruz,M,11th,Hernandez High School,95,60
12036,Julia Bentley,F,9th,Hernandez High School,94,95
12037,Shelley Watson,F,10th,Hernandez High School,74,71
12038,Kara Jones,F,12th,Hernandez High School,66,55
12039,Paul Sanchez,M,9th,Hernandez High School,77,70
12040,Andrew Smith,M,9th,Hernandez High School,92,82
12041,Helen Ramirez,F,11th,Hernandez High School,74,94
12042,Mr. John Mathis,M,12th,Hernandez High School,96,77
12043,Kevin Galloway,M,9th,Hernandez High School,71,95
12044,Bailey Jackson,F,9th,Hernandez High School,66,73
12045,Theresa Rice,F,11th,Hernandez High School,81,89
12046,Sara Kelly,F,9th,Hernandez High School,73,70
12047,Nancy Graham,F,9th,Hernandez High School,76,72
12048,Michelle Velazquez,F,10th,Hernandez High School,95,55
12049,Jordan Sutton,F,9th,Hernandez High School,86,89
12050,Michael Phillips,M,12th,Hernandez High School,87,70
12051,Joseph Jimenez,M,12th,Hernandez High School,99,74
12052,William Lane,M,11th,Hernandez High School,93,84
12053,Belinda Rodriguez,F,10th,Hernandez High School,66,83
12054,Dana Smith,F,9th,Hernandez High School,85,90
12055,Jason Morgan,M,9th,Hernandez High School,81,93
12056,Veronica Baird,F,10th,Hernandez High School,81,61
12057,Jonathan Carlson,M,10th,Hernandez High School,76,62
12058,Michele Wright,F,11th,Hernandez High School,69,98
12059,Andrew Williams,M,9th,Hernandez High School,85,60
12060,Evan Robinson,M,9th,Hernandez High School,79,98
12061,Teresa Murphy,F,12th,Hernandez High School,87,81
12062,Nancy Herring,F,12th,Hernandez High School,86,59
12063,Richard Shields,M,9th,Hernandez High School,85,62
12064,Susan Beasley,F,9th,Hernandez High School,90,93
12065,Micheal Ross,M,9th,Hernandez High School,84,75
12066,Rhonda Robertson,F,10th,Hernandez High School,73,74
12067,Mason Hamilton,M,11th,Hernandez High School,87,65
12068,Sara Smith,F,12th,Hernandez High School,99,74
12069,Dustin Walker,M,9th,Hernandez High School,95,83
12070,Douglas Shah,M,11th,Hernandez High School,78,96
12071,James Johnson,M,12th,Hernandez High School,68,95
12072,Julie Figueroa,F,9th,Hernandez High School,73,90
12073,James Torres,M,11th,Hernandez High School,73,57
12074,Christine Hahn,F,11th,Hernandez High School,79,81
12075,Dylan Rogers,M,9th,Hernandez High School,65,77
12076,Jamie Stevens,M,11th,Hernandez High School,63,82
12077,Lisa Dean,F,11th,Hernandez High School,91,81
12078,Erika Walters,F,12th,Hernandez High School,69,90
12079,Charles Owen,M,11th,Hernandez High School,73,73
12080,Miguel Nguyen,M,9th,Hernandez High School,76,58
12081,Amy Duffy,F,10th,Hernandez High School,86,58
12082,Jason Bush DDS,M,10th,Hernandez High School,92,78
12083,Paul Avila,M,12th,Hernandez High School,80,98
12084,Shannon Macdonald,F,9th,Hernandez High School,80,64
12085,Michael Rose,M,12th,Hernandez High School,64,59
12086,Renee Rogers,F,9th,Hernandez High School,69,97
12087,Isaiah Chapman,M,12th,Hernandez High School,70,90
12088,Sarah Tran,F,10th,Hernandez High School,69,99
12089,Jennifer Stone,F,10th,Hernandez High School,90,66
12090,David Price,M,9th,Hernandez High School,63,94
12091,Laura Branch,F,10th,Hernandez High School,91,68
12092,Luis Thomas,M,10th,Hernandez High School,74,84
12093,Kelsey Butler,F,9th,Hernandez High School,72,84
12094,Peter Robinson,M,9th,Hernandez High School,66,83
12095,Joshua Ferguson,M,9th,Hernandez High School,75,83
12096,Michael Petersen,M,10th,Hernandez High School,85,95
12097,Charles Griffin,M,12th,Hernandez High School,94,96
12098,Arthur Fisher,M,10th,Hernandez High School,96,89
12099,Sierra Hernandez,F,9th,Hernandez High School,78,75
12100,Richard Villarreal,M,11th,Hernandez High School,94,84
12101,Manuel Flores,M,12th,Hernandez High School,71,95
12102,Jessica Frank,F,9th,Hernandez High School,83,82
12103,Sharon Hill,F,12th,Hernandez High School,89,78
12104,Craig Scott,M,9th,Hernandez High School,92,83
12105,Benjamin Jones,M,9th,Hernandez High School,90,65
12106,Bobby Miles,M,11th,Hernandez High School,85,81
12107,Heather Jordan,F,12th,Hernandez High School,65,99
12108,Ashley Moreno,F,10th,Hernandez High School,68,65
12109,Jennifer Hardy,F,12th,Hernandez High School,98,99
12110,Angela Johnson,F,10th,Hernandez High School,67,89
12111,Rebekah Schwartz,F,12th,Hernandez High School,65,68
12112,Kelsey Mack,F,9th,Hernandez High School,63,92
12113,Matthew Macias,M,9th,Hernandez High School,93,57
12114,Lisa May,F,12th,Hernandez High School,71,64
12115,Edward Hubbard,M,12th,Hernandez High School,72,77
12116,Kimberly Jones,F,12th,Hernandez High School,81,93
12117,Ms. Amy House,F,9th,Hernandez High School,90,78
12118,Dr. Kevin Diaz,M,12th,Hernandez High School,99,61
12119,Brian Davis,M,11th,Hernandez High School,95,67
12120,Fred Foster,M,11th,Hernandez High School,93,77
12121,Jason Stephens,M,12th,Hernandez High School,66,69
12122,Timothy Garner,M,10th,Hernandez High School,99,95
12123,Brittany Leonard,F,10th,Hernandez High School,78,85
12124,Derrick Bright,M,12th,Hernandez High School,97,83
12125,Stephanie Kirby,F,10th,Hernandez High School,64,88
12126,James Byrd,M,9th,Hernandez High School,95,66
12127,Monica Kelly,F,10th,Hernandez High School,96,77
12128,Nicole Cochran,F,10th,Hernandez High School,91,81
12129,Heather Baker,F,11th,Hernandez High School,66,91
12130,Brett Lozano,M,11th,Hernandez High School,63,66
12131,Andrew Donovan,M,10th,Hernandez High School,93,81
12132,Michele Rivas,F,10th,Hernandez High School,86,79
12133,Michael Morgan,M,12th,Hernandez High School,69,90
12134,Jose Liu,M,12th,Hernandez High School,98,56
12135,Zachary Garcia,M,9th,Hernandez High School,91,94
12136,Zachary Shaw,M,9th,Hernandez High School,89,97
12137,Natalie Salazar,F,9th,Hernandez High School,74,77
12138,Stephen Thomas,M,10th,Hernandez High School,75,65
12139,Jordan Stone,F,9th,Hernandez High School,84,62
12140,Matthew Gardner,M,9th,Hernandez High School,77,83
12141,Daisy Wright,F,12th,Hernandez High School,88,76
12142,Joseph Edwards,M,9th,Hernandez High School,93,75
12143,Joshua Tate,M,10th,Hernandez High School,92,90
12144,Lori Cowan,F,10th,Hernandez High School,88,99
12145,Frank Simon,M,10th,Hernandez High School,79,90
12146,Eric Oconnell,M,11th,Hernandez High School,87,94
12147,Crystal Johnston,F,11th,Hernandez High School,97,97
12148,Zachary Medina,M,11th,Hernandez High School,67,78
12149,Andrew Long,M,11th,Hernandez High School,93,55
12150,Gerald Powell,M,11th,Hernandez High School,81,96
12151,Frances Horton,F,12th,Hernandez High School,88,89
12152,Stephen Adams,M,10th,Hernandez High School,82,72
12153,Carol Vega,F,10th,Hernandez High School,95,61
12154,Mr. Kevin Benjamin,M,11th,Hernandez High School,64,85
12155,Deanna Campbell,F,11th,Hernandez High School,83,84
12156,Michelle Conway,F,9th,Hernandez High School,77,60
12157,Malik Friedman,M,12th,Hernandez High School,64,72
12158,Mrs. Michelle Dickerson DDS,F,10th,Hernandez High School,68,58
12159,Marc Brown,M,11th,Hernandez High School,94,85
12160,Jessica Garcia,F,9th,Hernandez High School,82,75
12161,David Williams,M,12th,Hernandez High School,76,92
12162,Mackenzie Gonzales,F,9th,Hernandez High School,92,88
12163,Lisa Chapman,F,9th,Hernandez High School,91,87
12164,Brandon Stafford,M,10th,Hernandez High School,82,98
12165,Desiree Krueger,F,11th,Hernandez High School,65,84
12166,Thomas Obrien,M,11th,Hernandez High School,71,87
12167,Maria Thompson,F,12th,Hernandez High School,72,61
12168,Dr. Alexandra Mays,F,10th,Hernandez High School,63,87
12169,Pedro Merritt,M,11th,Hernandez High School,71,69
12170,Jennifer Guzman,F,11th,Hernandez High School,89,92
12171,Julia Love,F,10th,Hernandez High School,80,59
12172,Charles Wiggins,M,12th,Hernandez High School,73,65
12173,Stephanie Roberts,F,11th,Hernandez High School,91,57
12174,April Charles,F,10th,Hernandez High School,91,56
12175,David Lopez,M,12th,Hernandez High School,67,84
12176,Sandra Green,F,10th,Hernandez High School,91,63
12177,Courtney Olson,F,10th,Hernandez High School,78,93
12178,Crystal Gardner,F,10th,Hernandez High School,85,69
12179,Tonya Logan,F,11th,Hernandez High School,75,91
12180,Christina Johnson,F,9th,Hernandez High School,75,71
12181,Tina Mcgee,F,12th,Hernandez High School,80,99
12182,Lacey Lopez,F,12th,Hernandez High School,88,85
12183,Emily Woods,F,10th,Hernandez High School,78,77
12184,Andrew Garcia,M,12th,Hernandez High School,64,83
12185,Emily Jensen,F,11th,Hernandez High School,95,76
12186,Jennifer Butler,F,9th,Hernandez High School,71,59
12187,Brian Mitchell,M,9th,Hernandez High School,96,67
12188,Joseph Brady,M,12th,Hernandez High School,89,98
12189,Stacey Park,F,9th,Hernandez High School,93,58
12190,Kyle Glenn,M,10th,Hernandez High School,81,81
12191,Elizabeth Howell,F,10th,Hernandez High School,86,99
12192,Robert Bryant,M,12th,Hernandez High School,92,57
12193,Nicole Gay,F,11th,Hernandez High School,93,91
12194,David Alexander,M,12th,Hernandez High School,94,62
12195,Danielle Ponce,F,10th,Hernandez High School,75,62
12196,Christopher Phillips,M,11th,Hernandez High School,98,84
12197,David Cook,M,11th,Hernandez High School,81,84
12198,Anna Galvan,F,12th,Hernandez High School,76,70
12199,Michelle Jones,F,9th,Hernandez High School,70,87
12200,Michael Murphy,M,9th,Hernandez High School,97,62
12201,James Brown,M,12th,Hernandez High School,93,96
12202,Denise King,F,9th,Hernandez High School,84,63
12203,Charles Cooley,M,10th,Hernandez High School,98,66
12204,Vanessa Tate,F,12th,Hernandez High School,84,76
12205,Andrew Scott,M,9th,Hernandez High School,70,95
12206,Deanna Tanner,F,10th,Hernandez High School,96,85
12207,Nicole Ross,F,11th,Hernandez High School,63,79
12208,Lucas Pitts,M,11th,Hernandez High School,92,90
12209,Mark Moore,M,12th,Hernandez High School,97,56
12210,Mrs. Jessica Hebert,F,10th,Hernandez High School,81,62
12211,Jacob Potts,M,10th,Hernandez High School,76,94
12212,Malik Thompson,M,11th,Hernandez High School,79,74
12213,Alexis Rubio,F,10th,Hernandez High School,97,91
12214,Brian Carter,M,9th,Hernandez High School,77,78
12215,Dr. George Cline,M,10th,Hernandez High School,92,89
12216,Brandon Barron,M,10th,Hernandez High School,72,94
12217,Michael Tucker,M,11th,Hernandez High School,68,71
12218,Nicholas Morris,M,9th,Hernandez High School,85,73
12219,Kelly Rivera,F,9th,Hernandez High School,67,95
12220,Mark Gallegos,M,12th,Hernandez High School,65,61
12221,Daniel Smith,M,9th,Hernandez High School,99,92
12222,Samantha Fox,F,12th,Hernandez High School,76,75
12223,Kelsey Carter,F,11th,Hernandez High School,77,62
12224,Lucas Burns,M,10th,Hernandez High School,73,95
12225,Ray Reed,M,11th,Hernandez High School,83,84
12226,Kathleen Martinez,F,10th,Hernandez High School,72,82
12227,Rachel Jones,F,9th,Hernandez High School,77,92
12228,Joanna Park,F,10th,Hernandez High School,96,86
12229,Anthony Sanchez,M,11th,Hernandez High School,92,93
12230,Spencer Cox,M,10th,Hernandez High School,98,72
12231,Lisa Hayes,F,11th,Hernandez High School,94,91
12232,Andre Richardson,M,10th,Hernandez High School,79,61
12233,Mallory Hernandez,F,9th,Hernandez High School,88,96
12234,Laurie Brown,F,11th,Hernandez High School,80,61
12235,Chris Miller,M,10th,Hernandez High School,85,92
12236,Laurie Chen,F,9th,Hernandez High School,71,94
12237,Barry Welch,M,9th,Hernandez High School,75,62
12238,Chris Cole,M,11th,Hernandez High School,85,60
12239,John Davis,M,10th,Hernandez High School,83,70
12240,Alison Pace,F,9th,Hernandez High School,94,72
12241,Kathy Smith,F,10th,Hernandez High School,82,59
12242,Laura Gardner,F,10th,Hernandez High School,71,75
12243,Jessica Washington,F,12th,Hernandez High School,74,81
12244,Jacob Grant,M,12th,Hernandez High School,81,83
12245,Mrs. Whitney Scott,F,12th,Hernandez High School,92,72
12246,Carolyn Campbell,F,11th,Hernandez High School,74,78
12247,Robert Lang,M,10th,Hernandez High School,71,56
12248,Omar Owen,M,11th,Hernandez High School,99,65
12249,Jennifer Jenkins DDS,F,9th,Hernandez High School,73,73
12250,Thomas Bright,M,10th,Hernandez High School,68,64
12251,Julia Hill,F,11th,Hernandez High School,93,87
12252,Henry Morris,M,9th,Hernandez High School,93,68
12253,Kristin Turner,F,11th,Hernandez High School,93,95
12254,Laura Salazar,F,9th,Hernandez High School,64,77
12255,James Paul,M,11th,Hernandez High School,81,66
12256,Christina Lee,F,11th,Hernandez High School,63,88
12257,Mr. Gregg Rosario,M,9th,Hernandez High School,96,64
12258,Beverly Arellano,F,9th,Hernandez High School,96,63
12259,Jonathan Miller,M,9th,Hernandez High School,71,91
12260,Sierra Collins,F,12th,Hernandez High School,74,68
12261,Richard Wilson,M,10th,Hernandez High School,64,81
12262,Heather Wright,F,11th,Griffin High School,79,68
12263,Elizabeth Goodwin,F,10th,Griffin High School,91,81
12264,Michelle Wong,F,9th,Griffin High School,78,89
12265,Scott Roth MD,M,11th,Griffin High School,91,85
12266,Billy Wilson,M,12th,Griffin High School,76,83
12267,Robert Lane,M,11th,Griffin High School,76,71
12268,Lisa Long,F,10th,Griffin High School,80,91
12269,Scott Brown,M,10th,Griffin High School,85,73
12270,Thomas Smith,M,9th,Griffin High School,87,79
12271,Linda Medina,F,10th,Griffin High School,69,76
12272,Katrina Johnson,F,12th,Griffin High School,74,80
12273,Taylor Hurst,F,11th,Griffin High School,70,68
12274,Gregory Long,M,9th,Griffin High School,91,89
12275,Nicholas Clark,M,10th,Griffin High School,84,92
12276,Christine Aguilar,F,12th,Griffin High School,93,90
12277,Thomas Prince,M,12th,Griffin High School,72,82
12278,Kelly Hernandez,F,11th,Griffin High School,69,86
12279,Evelyn Kirby MD,F,9th,Griffin High School,70,92
12280,David Warren,M,10th,Griffin High School,83,74
12281,Mark Yang,M,9th,Griffin High School,76,80
12282,Tonya Myers,F,9th,Griffin High School,78,76
12283,Kyle Hartman,M,9th,Griffin High School,78,89
